x1,x2,target
6.02,-0.4,11.200000000000001
-8.93,6.49,14.41
-1.61,-5.86,-6.779999999999999
-2.86,20.54,3.889999999999997
-8.71,-5.92,5.030000000000001
5.01,-3.8,15.07
-4.79,-3.71,34.19
16.32,17.01,10.97
8.61,1.48,-3.469999999999999
-8.8,10.84,30.3
-0.19,-1.1,14.85
-2.27,-12.13,-24.310000000000002
-15.65,7.75,12.329999999999998
9.31,-6.26,-35.47
9.5,-13.19,-41.55
9.26,-4.16,43.07
-4.57,6.32,34.44
10.69,17.64,-13.589999999999998
-2.1,-13.87,-10.5
9.35,-21.99,-22.119999999999997
18.13,9.3,-11.529999999999998
1.4,3.0,-27.31
-14.19,-5.63,51.959999999999994
-3.17,4.18,-28.299999999999997
6.41,7.29,26.93
12.2,19.12,8.540000000000003
-11.34,-1.3,-14.36
-1.91,12.8,9.860000000000001
2.33,-4.52,-62.36
4.35,-5.1,-1.1999999999999993
9.1,4.24,16.990000000000002
-9.48,-11.15,-17.57
-4.23,-13.02,0.15000000000000036
10.08,9.63,-75.42
3.92,-19.63,-39.489999999999995
4.48,1.13,-43.47
11.25,-3.25,13.260000000000002
1.04,-3.73,1.0600000000000005
5.28,-13.32,-20.020000000000003
-3.15,-20.36,-22.89
-13.45,-6.61,-0.45000000000000107
-12.95,-11.65,24.85
0.74,-4.25,-36.24
-2.0,0.88,30.849999999999998
-6.55,-7.42,20.119999999999997
3.18,-10.73,17.01
-8.9,2.9,1.3600000000000012
1.11,-7.62,23.709999999999997
-0.2,-9.6,20.619999999999997
-8.4,-2.99,18.9
-22.98,2.85,59.519999999999996
14.57,21.09,-6.720000000000001
3.17,16.14,10.780000000000001
-26.64,-12.63,54.44
-4.26,-13.24,51.540000000000006
3.94,0.65,-52.69
-2.28,5.57,35.96
5.8,-1.32,-44.86
-9.73,21.72,37.76
1.75,11.77,-7.620000000000001
-0.53,16.4,23.1
-1.83,-4.18,-11.299999999999999
-2.21,-8.97,5.06
2.0,-10.7,6.789999999999999
9.33,-1.14,-20.91
-5.3,-12.58,12.779999999999998
-4.07,-6.34,-10.9
1.61,-4.31,14.62
-1.2,9.44,45.96
3.86,-4.73,-3.6399999999999997
7.18,-14.07,-14.26
12.91,-4.47,-71.46
-1.16,1.89,-20.11
-22.77,5.61,9.7
-0.7,-9.22,-13.040000000000001
3.54,6.47,-39.07
-1.87,13.87,-23.290000000000003
